item_db[501,"name"] = "Poção Vermelha"
item_db[4484,"name"] = "Carta Abelha Rainha Selada"
item_db[4485,"name"] = "Carta Pesar Noturno Selada"
item_db[4486,"name"] = "Carta Belzebu Selada"
item_db[4491,"name"] = "Carta Atiradora de Elite Cecil Selada"
item_db[4494,"name"] = "Carta General Tartaruga Selada"
item_db[4495,"name"] = "Carta Amon Ra Selada"
item_db[4497,"name"] = "Carta Cavaleiro da Tempestade Selada"
item_db[4498,"name"] = "Carta Lady Tanee Selada"
item_db[4499,"name"] = "Carta Samurai Encarnado Selada"
item_db[4500,"name"] = "Carta Senhor dos Orcs Selada"
item_db[4501,"name"] = "Carta Sumo-Sacerdotisa Margareta Selada"
item_db[4502,"name"] = "Carta Mestre-ferreiro Howard Selada"
item_db[4503,"name"] = "Carta Vesper Selada"
item_db[4504,"name"] = "Carta Eddga Selada"
item_db[4505,"name"] = "Carta Scaraba"
item_db[4506,"name"] = "Carta Dolomedes"
item_db[4507,"name"] = "Carta Rainha Scaraba"
item_db[4508,"name"] = "Carta Scaraba Dourado"
item_db[4509,"name"] = "Carta Rainha Scaraba Dourada"
item_db[4510,"name"] = "Carta Plagiador"
item_db[4511,"name"] = "Carta Pequeno Fatum"
item_db[4512,"name"] = "Carta Chapim"
item_db[4513,"name"] = "Carta Louva-a-deus Angra"
item_db[4514,"name"] = "Carta Aranha Pom"
item_db[4515,"name"] = "Carta Rafflesia Alnoldi"
item_db[4516,"name"] = "Carta Comodo"
item_db[4517,"name"] = "Carta Cendrawasih"
item_db[4518,"name"] = "Carta Banaspaty"
item_db[4519,"name"] = "Carta Butoijo"
item_db[4520,"name"] = "Carta Leak"
item_db[4521,"name"] = "Carta Sedora"
item_db[4522,"name"] = "Carta Sropho"
item_db[4523,"name"] = "Carta Dofle"
item_db[4524,"name"] = "Carta Dramoh Rei"
item_db[4525,"name"] = "Carta Kraken"
item_db[4526,"name"] = "Carta Celacanto Cruel"
item_db[4527,"name"] = "Carta Celacanto Sombrio"
item_db[4528,"name"] = "Carta Celacanto Mutante"
item_db[4529,"name"] = "Carta Celacanto Violento"
item_db[4530,"name"] = "Carta Siorava"
item_db[4531,"name"] = "Carta Eruma Vermelho"
item_db[4532,"name"] = "Carta Montaria Selvagem"
item_db[4533,"name"] = "Carta Pequeno Polvo"
item_db[4534,"name"] = "Carta Polvo Gigante"
item_db[4539,"name"] = "Carta Bispo Decadente Selada"
item_db[4545,"name"] = "Carta Bebê Poring"
item_db[4556,"name"] = "Carta Fenrir"
item_db[4557,"name"] = "Carta Fenris"
item_db[4559,"name"] = "Carta do Rei Morroc"
item_db[4560,"name"] = "Carta Menestrel Alphoccio"
item_db[4561,"name"] = "Carta Professora Celia"
item_db[4562,"name"] = "Carta Mestre Chen"
item_db[4563,"name"] = "Carta Criador Flamel"
item_db[4564,"name"] = "Carta Desordeira Gertie"
item_db[4565,"name"] = "Carta Paladino Randel"
item_db[4566,"name"] = "Carta Cigana Trentini"
item_db[4567,"name"] = "Carta Alphoccio Basil"
item_db[4568,"name"] = "Carta Celia Alde"
item_db[4569,"name"] = "Carta Chen Liu"
item_db[4570,"name"] = "Carta Flamel Emul"
item_db[4571,"name"] = "Carta Gertie Wie"
item_db[4572,"name"] = "Carta Randel Lawrence"
item_db[4573,"name"] = "Carta Trentini"
item_db[4574,"name"] = "Carta General Daehyun"
item_db[4575,"name"] = "Carta Samurai Soheon"
item_db[4576,"name"] = "Carta Gioia"
item_db[4577,"name"] = "Carta Elvira"
item_db[4578,"name"] = "Carta Pyuriel Furiosa"
item_db[4579,"name"] = "Carta Guerreira Laura"
item_db[4580,"name"] = "Carta Guardião Morto Kades"
item_db[4581,"name"] = "Carta Rudo"
item_db[4582,"name"] = "Carta Bungisngis"
item_db[4583,"name"] = "Carta Engkanto"
item_db[4584,"name"] = "Carta Manananggal"
item_db[4585,"name"] = "Carta Mangkukulam"
item_db[4586,"name"] = "Carta Tikbalang"
item_db[4587,"name"] = "Carta Tiyanak"
item_db[4588,"name"] = "Carta Wakwak"
item_db[4589,"name"] = "Carta Jejeling"
item_db[4590,"name"] = "Carta Bangungot"
item_db[4591,"name"] = "Carta Bakonawa"
item_db[4592,"name"] = "Carta Buwaya"
item_db[4593,"name"] = "Carta Menblatt"
item_db[4594,"name"] = "Carta Petal"
item_db[4595,"name"] = "Carta Cenere"
item_db[4596,"name"] = "Carta Antigo Livro Danificado"
item_db[4597,"name"] = "Carta Lichtern Laguz"
item_db[4598,"name"] = "Carta Lichtern Anzus"
item_db[4599,"name"] = "Carta Lichtern Kenaz"
item_db[4600,"name"] = "Carta Lichtern Inguz"
item_db[4601,"name"] = "Carta Amdarais"
item_db[4602,"name"] = "Carta Amdarais Sombrio"
item_db[4603,"name"] = "Carta Origem da Maldição"
item_db[4604,"name"] = "Carta Origem da Escuridão"
item_db[4605,"name"] = "Carta Cavaleiro Desmorto"
item_db[4606,"name"] = "Carta Cavaleira Desmorta"
item_db[4607,"name"] = "Carta Gerente de Bifröst"
item_db[4608,"name"] = "Carta Cavaleiro Branco"
item_db[4609,"name"] = "Carta Cavaleira Khalitzburg"
item_db[4624,"name"] = "Carta Tao Gunka Selada"
item_db[4625,"name"] = "Carta Vigia do Tempo"
item_db[4626,"name"] = "Carta Marca-Tempo"
item_db[4627,"name"] = "Carta Despertador"
item_db[4628,"name"] = "Carta Neo Punk"
item_db[4629,"name"] = "Carta Ancião Ancestral"
item_db[4630,"name"] = "Carta Diretor"
item_db[4631,"name"] = "Carta Visconde Coruja"
item_db[4632,"name"] = "Carta Marquês Coruja"
item_db[4633,"name"] = "Carta Arqueiro Imortal"
item_db[4634,"name"] = "Carta Soldado Imortal"
item_db[4635,"name"] = "Carta Amdarais Imortal"
item_db[4636,"name"] = "Carta Bijou"
item_db[4637,"name"] = "Carta Legião Imortal"
item_db[4638,"name"] = "Carta Observador"
item_db[4639,"name"] = "Carta Tappy"
item_db[4640,"name"] = "Carta Lobo de Gelo"
item_db[4641,"name"] = "Carta Zumbi da Guarda"
item_db[4652,"name"] = "Carta Amon Ra do Pesadelo"
item_db[4653,"name"] = "Carta Arclouse do Pesadelo"
item_db[4654,"name"] = "Carta Mímico do Pesadelo"
item_db[4655,"name"] = "Carta Minorous do Pesadelo"
item_db[4656,"name"] = "Carta Múmia do Pesadelo"
item_db[4657,"name"] = "Carta Múmia Anciã do Pesadelo"
item_db[4658,"name"] = "Carta Verit do Pesadelo"
item_db[4697,"name"] = "Carta Charleston 03"
item_db[4698,"name"] = "Carta Roboring"
item_db[4699,"name"] = "Carta Mecha v2.0"
item_db[4700,"name"] = "FOR +1"
item_db[4701,"name"] = "FOR +2"
item_db[4702,"name"] = "FOR +3"
item_db[4703,"name"] = "FOR +4"
item_db[4704,"name"] = "FOR +5"
item_db[4705,"name"] = "FOR +6"
item_db[4706,"name"] = "FOR +7"
item_db[4707,"name"] = "FOR +8"
item_db[4708,"name"] = "FOR +9"
item_db[4709,"name"] = "FOR +10"
item_db[4710,"name"] = "INT +1"
item_db[4711,"name"] = "INT +2"
item_db[4712,"name"] = "INT +3"
item_db[4713,"name"] = "INT +4"
item_db[4714,"name"] = "INT +5"
item_db[4715,"name"] = "INT +6"
item_db[4716,"name"] = "INT +7"
item_db[4717,"name"] = "INT +8"
item_db[4718,"name"] = "INT +9"
item_db[4719,"name"] = "INT +10"
item_db[4720,"name"] = "DES +1"
item_db[4721,"name"] = "DES +2"
item_db[4722,"name"] = "DES +3"
item_db[4723,"name"] = "DES +4"
item_db[4724,"name"] = "DES +5"
item_db[4725,"name"] = "DES +6"
item_db[4726,"name"] = "DES +7"
item_db[4727,"name"] = "DES +8"
item_db[4728,"name"] = "DES +9"
item_db[4729,"name"] = "DES +10"
item_db[4730,"name"] = "AGI +1"
item_db[4731,"name"] = "AGI +2"
item_db[4732,"name"] = "AGI +3"
item_db[4733,"name"] = "AGI +4"
item_db[4734,"name"] = "AGI +5"
item_db[4735,"name"] = "AGI +6"
item_db[4736,"name"] = "AGI +7"
item_db[4737,"name"] = "AGI +8"
item_db[4738,"name"] = "AGI +9"
item_db[4739,"name"] = "AGI +10"
item_db[4740,"name"] = "VIT +1"
item_db[4741,"name"] = "VIT +2"
item_db[4742,"name"] = "VIT +3"
item_db[4743,"name"] = "VIT +4"
item_db[4744,"name"] = "VIT +5"
item_db[4745,"name"] = "VIT +6"
item_db[4746,"name"] = "VIT +7"
item_db[4747,"name"] = "VIT +8"
item_db[4748,"name"] = "VIT +9"
item_db[4749,"name"] = "VIT +10"
item_db[4750,"name"] = "SOR +1"
item_db[4751,"name"] = "SOR +2"
item_db[4752,"name"] = "SOR +3"
item_db[4753,"name"] = "SOR +4"
item_db[4754,"name"] = "SOR +5"
item_db[4755,"name"] = "SOR +6"
item_db[4756,"name"] = "SOR +7"
item_db[4757,"name"] = "SOR +8"
item_db[4758,"name"] = "SOR +9"
item_db[4759,"name"] = "SOR +10"
item_db[4762,"name"] = "Esquiva +6"
item_db[4763,"name"] = "Esquiva +12"
item_db[4764,"name"] = "CRI+5"
item_db[4765,"name"] = "CRI+7"
item_db[4786,"name"] = "DEFM +2"
item_db[4787,"name"] = "DEFM +4"
item_db[4788,"name"] = "DEFM +6"
item_db[4789,"name"] = "DEFM +8"
item_db[4790,"name"] = "DEFM + 10"
item_db[4791,"name"] = "DEF +3"
item_db[4792,"name"] = "DEF +6"
item_db[4793,"name"] = "DEF +9"
item_db[4794,"name"] = "DEF + 12"
item_db[4795,"name"] = "HP + 100"
item_db[4796,"name"] = "HP + 200"
item_db[4797,"name"] = "HP + 300"
item_db[4798,"name"] = "HP + 400"
item_db[4799,"name"] = "HP + 500"
item_db[4800,"name"] = "SP +50"
item_db[4801,"name"] = "SP +100"
item_db[4802,"name"] = "SP + 150"
item_db[4803,"name"] = "Cura 1"
item_db[4804,"name"] = "Catolicismo 1"
item_db[4805,"name"] = "Arcebispo 1"
item_db[4807,"name"] = "Vel. Ataque 1"
item_db[4808,"name"] = "Espírito do Lutador 4"
item_db[4809,"name"] = "Espírito do Lutador 3"
item_db[4810,"name"] = "Espírito do Lutador 2"
item_db[4811,"name"] = "Espírito do Lutador 1"
item_db[4812,"name"] = "Pedra de Encantamento 4"
item_db[4813,"name"] = "Pedra de Encantamento 3"
item_db[4814,"name"] = "Pedra de Encantamento 2"
item_db[4815,"name"] = "Pedra de Encantamento 1"
item_db[4816,"name"] = "Pedra de Crítico 3"
item_db[4817,"name"] = "Pedra de Crítico 2"
item_db[4818,"name"] = "Pedra de Crítico 1"
item_db[4820,"name"] = "Espírito do Lutador 5"
item_db[4821,"name"] = "Espírito do Lutador 6"
item_db[4822,"name"] = "Espírito do Lutador 7"
item_db[4823,"name"] = "Espírito do Lutador 8"
item_db[4824,"name"] = "Espírito do Lutador 9"
item_db[4825,"name"] = "Espírito do Lutador 10"
item_db[4826,"name"] = "Pedra de Encantamento 5"
item_db[4827,"name"] = "Pedra de Encantamento 6"
item_db[4828,"name"] = "Pedra de Encantamento 7"
item_db[4829,"name"] = "Pedra de Encantamento 8"
item_db[4830,"name"] = "Pedra de Encantamento 9"
item_db[4831,"name"] = "Pedra de Encantamento 10"
item_db[4832,"name"] = "Pedra da Mira Apurada 1"
item_db[4833,"name"] = "Pedra da Mira Apurada 2"
item_db[4834,"name"] = "Pedra da Mira Apurada 3"
item_db[4835,"name"] = "Pedra da Mira Apurada 4"
item_db[4836,"name"] = "Pedra da Mira Apurada 5"
item_db[4837,"name"] = "Pedra da Mira Apurada 6"
item_db[4838,"name"] = "Pedra da Mira Apurada 7"
item_db[4839,"name"] = "Pedra da Mira Apurada 8"
item_db[4840,"name"] = "Pedra da Mira Apurada 9"
item_db[4841,"name"] = "Pedra da Mira Apurada 10"
item_db[4842,"name"] = "Vel. Ataque 2"
item_db[4843,"name"] = "Pedra de Crítico 4"
item_db[4844,"name"] = "Pedra de Crítico 5"
item_db[4846,"name"] = "Pedra do Amor Completo"
item_db[4847,"name"] = "Pedra Enfeitiçada"
item_db[4848,"name"] = "Redução Neutra1"
item_db[4849,"name"] = "Redução Humanoide 1"
item_db[4850,"name"] = "Arcebispo 2"
item_db[4851,"name"] = "Arcebispo 3"
item_db[4852,"name"] = "Arcebispo 4"
item_db[4853,"name"] = "Super Força"
item_db[4854,"name"] = "Super Agilidade"
item_db[4855,"name"] = "Super Vitalidade"
item_db[4856,"name"] = "Super Inteligência"
item_db[4857,"name"] = "Super Destreza"
item_db[4858,"name"] = "Super Sorte"
item_db[4859,"name"] = "Esquiva +1"
item_db[4860,"name"] = "Esquiva +3"
item_db[4863,"name"] = "Fatal 1"
item_db[4864,"name"] = "Fatal 2"
item_db[4865,"name"] = "Fatal 3"
item_db[4866,"name"] = "Fatal 4"
item_db[4869,"name"] = "Anti-Atraso 1"
item_db[4870,"name"] = "SP +25"
item_db[4871,"name"] = "SP +75"
item_db[4872,"name"] = "Anti-Atraso 2"
item_db[4873,"name"] = "Anti-Atraso 3"
item_db[4875,"name"] = "Delírio"
item_db[4876,"name"] = "Epifania"
item_db[4877,"name"] = "Ânimo"
item_db[4878,"name"] = "Histeria"
item_db[4879,"name"] = "Instinto"
item_db[4880,"name"] = "Euforia"
item_db[4881,"name"] = "Anti-Atraso 4"
item_db[4883,"name"] = "ATQM 1"
item_db[4884,"name"] = "HIT + 1"
item_db[4885,"name"] = "Pedra de Feitiço 1"
item_db[4886,"name"] = "Pedra de Feitiço 2"
item_db[4887,"name"] = "Pedra de Feitiço 3"
item_db[4888,"name"] = "Pedra de Feitiço 4"
item_db[4889,"name"] = "Pedra de Feitiço 5"
item_db[4890,"name"] = "DEFM +1"
item_db[4891,"name"] = "DEFM +3"
item_db[4892,"name"] = "DEFM +5"
item_db[4893,"name"] = "DEF +15"
item_db[4896,"name"] = "ATQM 2"
item_db[4897,"name"] = "ATQM 3"
item_db[4898,"name"] = "ATQM 4"
item_db[4899,"name"] = "ATQM 5"
item_db[4901,"name"] = "DEFM +7"
item_db[4902,"name"] = "DEF +18"
item_db[4903,"name"] = "DEF +21"
item_db[4906,"name"] = "ATQM 6"
item_db[4907,"name"] = "ATQM 7"
item_db[4908,"name"] = "Essência de Morroc FOR1"
item_db[4909,"name"] = "Essência de Morroc FOR2"
item_db[4910,"name"] = "Essência de Morroc FOR3"
item_db[4911,"name"] = "Essência de Morroc INT1"
item_db[4912,"name"] = "Essência de Morroc INT2"
item_db[4913,"name"] = "Essência de Morroc INT3"
item_db[4914,"name"] = "Essência de Morroc AGI1"
item_db[4915,"name"] = "Essência de Morroc AGI2"
item_db[4916,"name"] = "Essência de Morroc AGI3"
item_db[4917,"name"] = "Essência de Morroc VIT1"
item_db[4918,"name"] = "Essência de Morroc VIT2"
item_db[4919,"name"] = "Essência de Morroc VIT3"
item_db[4920,"name"] = "Essência de Morroc DES1"
item_db[4921,"name"] = "Essência de Morroc DES2"
item_db[4922,"name"] = "Essência de Morroc DES3"
item_db[4923,"name"] = "Essência de Morroc SOR1"
item_db[4924,"name"] = "Essência de Morroc SOR2"
item_db[4925,"name"] = "Essência de Morroc SOR3"
item_db[4927,"name"] = "MaxHP50"
item_db[4928,"name"] = "MaxSP+10"
item_db[4933,"name"] = "Neutralidade 1"
item_db[4934,"name"] = "Neutralidade 2"
item_db[4935,"name"] = "Neutralidade 3"
item_db[4957,"name"] = "MAXHP + 832"
item_db[4970,"name"] = "E-Fogo"
item_db[4971,"name"] = "E-Água"
item_db[4972,"name"] = "E-Terra"
item_db[4973,"name"] = "E-Vento"
item_db[4974,"name"] = "R-Fogo"
item_db[4975,"name"] = "R-Água"
item_db[4976,"name"] = "R-Terra"
item_db[4977,"name"] = "R-Vento"
item_db[4978,"name"] = "C-Corpo"
item_db[4979,"name"] = "C-Alma"
item_db[4980,"name"] = "C-Físico"
item_db[4981,"name"] = "C-Mental"
item_db[4982,"name"] = "A-FOR"
item_db[4983,"name"] = "A-INT"
item_db[4984,"name"] = "A-DEF"
item_db[4985,"name"] = "A-ESQV"
item_db[4986,"name"] = "A-ATQ"
item_db[4987,"name"] = "A-ATQM"
item_db[4988,"name"] = "A-HP"
item_db[4989,"name"] = "A-SP"
item_db[4990,"name"] = "I-Gelo"
item_db[4991,"name"] = "A-VdA"
item_db[4994,"name"] = "Runa do Poder 1"
item_db[4995,"name"] = "Runa do Poder 2"
item_db[4996,"name"] = "Runa do Poder 3"
item_db[4997,"name"] = "Runa da Lábia 1"
item_db[4998,"name"] = "Runa da Lábia 2"
item_db[4999,"name"] = "Runa da Lábia 3"
item_db[5001,"name"] = "Fone de Ouvido"
item_db[5002,"name"] = "Coroa Adornada"
item_db[5003,"name"] = "Chapéu de Bufão"
item_db[5004,"name"] = "Máscara de Oxigênio"
item_db[5005,"name"] = "Máscara de Gás"
item_db[5006,"name"] = "Óculos de Machão"
item_db[5007,"name"] = "Coroa do Líder"
item_db[5008,"name"] = "Grinalda"
item_db[5009,"name"] = "Capacete de Segurança"
item_db[5010,"name"] = "Penacho"
item_db[5011,"name"] = "Antena"
item_db[5012,"name"] = "Capelo"
item_db[5013,"name"] = "Chifre de Lord Kaho"
item_db[5014,"name"] = "Barbatanas"
item_db[5015,"name"] = "Casca de Ovo"
item_db[5016,"name"] = "Quepe"
item_db[5017,"name"] = "Elmo de Osso"
item_db[5018,"name"] = "Chapéu com Pluma"
item_db[5019,"name"] = "Chapéu de Corsário"
item_db[5020,"name"] = "Tiara de Kafra"
item_db[5021,"name"] = "Avareza"
item_db[5022,"name"] = "Coroa do Deus-Sol"
item_db[5023,"name"] = "Trouxinha"
item_db[5024,"name"] = "Chapéu de Bolo"
item_db[5025,"name"] = "Elmo Angelical"
item_db[5026,"name"] = "Mestre-Cuca"
item_db[5027,"name"] = "Chapéu de Mestre Arcano"
item_db[5028,"name"] = "Vela"
item_db[5029,"name"] = "Chapéu de Esporo"
item_db[5030,"name"] = "Chapéu de Panda"
item_db[5031,"name"] = "Capacete de Mineiro"
item_db[5032,"name"] = "Chapéu de Verão"
item_db[5033,"name"] = "Chapéu de Fumacento"
item_db[5034,"name"] = "Lâmpada"
item_db[5035,"name"] = "Chapéu de Poring"
item_db[5036,"name"] = "Cruz"
item_db[5037,"name"] = "Casca de Maçã"
item_db[5038,"name"] = "Chapéu de Deviruchi"
item_db[5039,"name"] = "Casca de Ovo Colorida"
item_db[5040,"name"] = "Candura"
item_db[5041,"name"] = "Fivela de Coração"
item_db[5042,"name"] = "Bao-Bao"
item_db[5043,"name"] = "Máscara de Ópera"
item_db[5044,"name"] = "Asas Diabólicas"
item_db[5045,"name"] = "Cartola"
item_db[5046,"name"] = "Chapéu de Bongun"
item_db[5047,"name"] = "Óculos Fashion"
item_db[5048,"name"] = "Fivela de Lua"
item_db[5049,"name"] = "Faixa Listrada"
item_db[5050,"name"] = "Casca de Noz"
item_db[5051,"name"] = "Sino de Gato"
item_db[5052,"name"] = "Faixa Azul"
item_db[5053,"name"] = "Coroa de Faraó"
item_db[5054,"name"] = "Máscara do Sicário"
item_db[5055,"name"] = "Chapéu de Ovo do Aprendiz"
item_db[5056,"name"] = "Fruto do Amor"
item_db[5057,"name"] = "Orelhas de Gato Preto"
item_db[5058,"name"] = "Chapéu de Gatinho Dorminhoco"
item_db[5059,"name"] = "Chapéu de Ursinho"
item_db[5060,"name"] = "Chapéu de Festa"
item_db[5061,"name"] = "Presilha de Flor"
item_db[5062,"name"] = "Chapéu de Palha"
item_db[5063,"name"] = "Curativo Gigante"
item_db[5064,"name"] = "Tiara de Folha"
item_db[5065,"name"] = "Peixe Azul"
item_db[5066,"name"] = "Chifre de Succubus"
item_db[5067,"name"] = "Sombrero"
item_db[5068,"name"] = "Asas Malignas"
item_db[5069,"name"] = "Máscara Kitsune"
item_db[5070,"name"] = "Faixa de Caratê"
item_db[5071,"name"] = "Faixa Indígena"
item_db[5072,"name"] = "Chifre de Incubus"
item_db[5073,"name"] = "Chapéu para Modelos"
item_db[5074,"name"] = "Orelhas de Anjo"
item_db[5075,"name"] = "Chapéu de Cowboy"
item_db[5076,"name"] = "Gorro"
item_db[5077,"name"] = "Presilha de Tulipa"
item_db[5078,"name"] = "Chapéu de Lontra"
item_db[5079,"name"] = "Presilha de X"
item_db[5080,"name"] = "Coroa de Rainhas Antigas"
item_db[5081,"name"] = "Coroa da Abelha Rainha"
item_db[5082,"name"] = "Tiara de Cogumelo"
item_db[5083,"name"] = "Laço Vermelho"
item_db[5084,"name"] = "Chapéu de Fumacento Dorminhoco"
item_db[5085,"name"] = "Lacinhos"
item_db[5086,"name"] = "Máscara de Alarme"
item_db[5087,"name"] = "Máscara sem Expressão"
item_db[5088,"name"] = "Máscara Surpresa"
item_db[5089,"name"] = "Máscara Aflita"
item_db[5090,"name"] = "Máscara de Líder Goblin"
item_db[5091,"name"] = "Sinos Dourados"
item_db[5092,"name"] = "Chapéu de Freira"
item_db[5093,"name"] = "Chapéu de Freira"
item_db[5094,"name"] = "Elmo de Orc Herói"
item_db[5096,"name"] = "Máscara do Sicário"
item_db[5097,"name"] = "Chapéu de 1º Aniversário bRO"
item_db[5098,"name"] = "Máscara de Tigre"
item_db[5099,"name"] = "Chapéu de Gatinho"
item_db[5100,"name"] = "Placa de Promoção"
item_db[5101,"name"] = "Venda da Takius"
item_db[5102,"name"] = "Cara de Assustado"
item_db[5103,"name"] = "Presilha de Girassol"
item_db[5104,"name"] = "Venda Sombria"
item_db[5105,"name"] = "2º Aniversário"
item_db[5106,"name"] = "2º Aniversário"
item_db[5107,"name"] = "Torrada Crocante"
item_db[5108,"name"] = "Chapéu do Detetive Famoso"
item_db[5109,"name"] = "Boné Vermelho"
item_db[5110,"name"] = "Chupeta de Bebê"
item_db[5111,"name"] = "Chapéu Galápago"
item_db[5112,"name"] = "Chapéu do Superaprendiz"
item_db[5113,"name"] = "Resmungo Furioso"
item_db[5114,"name"] = "Chapéu de Balde"
item_db[5115,"name"] = "Chapéu de Inverno"
item_db[5116,"name"] = "Chapéu de Banana"
item_db[5117,"name"] = "Rosa Mística"
item_db[5118,"name"] = "Orelhas de Cachorrinho"
item_db[5119,"name"] = "Chapéu do Superaprendiz"
item_db[5120,"name"] = "Chapéu de Balde"
item_db[5121,"name"] = "Máscara de Jirtas"
item_db[5122,"name"] = "Chapéu de Magni"
item_db[5123,"name"] = "Chapéu de Ulle"
item_db[5124,"name"] = "Diadema de Fricca"
item_db[5125,"name"] = "Beijo do Anjo"
item_db[5126,"name"] = "Capuz de Morpheus"
